ID(t),ID(txi),ID(txo1),ID(txo2),iadr.address,oadr.address,txo1.value,txo2.value
113001586,449168412,876895250,876895297,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,1AxWy4Wgn6KjMBsBFnwjPHEE7Dzr93dVy7,11.8272,7.24336
113001586,449168412,876895250,876895296,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,1FxKNriF5bSdKnRqnEU74apQzu3xQ1hWcS,11.8272,9.1856
113001586,449168412,876895250,876895295,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,17TgbiXTKsRtSP7uS4xZjNhrrd5kBEwLQn,11.8272,13.6203
113001586,449168412,876895250,876895294,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,1EePXoPYyGsV777isjZrPFNWQFKuZFruUb,11.8272,1.13533
113001586,449168412,876895250,876895293,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,133hzqKhjfgTsLvn8BPe4yrVPJVfKJUS2x,11.8272,24.9708
113001586,449168412,876895250,876895292,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,1Ftt7dwKdVaJS6dhVw8DzQGHuW75rhCUpt,11.8272,8.6305
113001586,449168412,876895250,876895291,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,14mkHFrD2wuYU3NoEkx1RDHizmNdzupn2m,11.8272,15.0
113001586,449168412,876895250,876895290,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,16wusS1WZdZLYosm8yLh5Uzgy6q3kwLfXH,11.8272,14.0
113001586,449168412,876895250,876895289,15L8rDkHdXHJNrMpQqqkbNk8cNVh93sRW6,1FfEeJZ3xY8K41PBzp5nt2gDKxy3cUnzzj,11.8272,14.4347
113001586,449168411,876895269,876895309,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1MkJbZhpptxrTzyfTFUEe1AZsoDpxtsqZ8,10.0,1.0
113001586,449168411,876895269,876895308,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1EwAf22zEzwYkQqrxaSfenBgGHgNcU2SQB,10.0,0.0242627
113001586,449168411,876895269,876895307,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,18Zfy82Wu9VzKSunF7FNUj8o3HYu3VebBg,10.0,3.17965
113001586,449168411,876895269,876895306,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1AYBeWVkagS85aBdcfRWTGrwmydFavHmo,10.0,33.5911
113001586,449168411,876895269,876895305,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1MBXHFwuoNYhjuquccdemHTPAqwq59ehNp,10.0,33.5909
113001586,449168411,876895269,876895304,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1CzDAeZstFYpZZe93Wki4tT5BK1JdzDR8b,10.0,1.26379
113001586,449168411,876895269,876895303,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,19HNYJugYnarZR9Fyinv5BTvFZiU38z6rL,10.0,23.8355
113001586,449168411,876895269,876895302,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1Q4cjxQWxPm9vuY1x7HJSmz6PC7Na86zFi,10.0,0.00025533
113001586,449168411,876895269,876895301,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,10.0,4.0
113001586,449168411,876895269,876895300,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1FGnWoS2Rt7nmTppLMP27q2ojTjmQcZ4c1,10.0,11.8102
113001586,449168411,876895269,876895299,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,115NJTTdkDRhicZQX8sK6pthhnZtizhcCq,10.0,10.0
113001586,449168411,876895269,876895298,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,10.0,11.0
113001586,449168411,876895269,876895297,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1AxWy4Wgn6KjMBsBFnwjPHEE7Dzr93dVy7,10.0,7.24336
113001586,449168411,876895269,876895296,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1FxKNriF5bSdKnRqnEU74apQzu3xQ1hWcS,10.0,9.1856
113001586,449168411,876895269,876895295,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,17TgbiXTKsRtSP7uS4xZjNhrrd5kBEwLQn,10.0,13.6203
113001586,449168411,876895269,876895294,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1EePXoPYyGsV777isjZrPFNWQFKuZFruUb,10.0,1.13533
113001586,449168411,876895269,876895293,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,133hzqKhjfgTsLvn8BPe4yrVPJVfKJUS2x,10.0,24.9708
113001586,449168411,876895269,876895292,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1Ftt7dwKdVaJS6dhVw8DzQGHuW75rhCUpt,10.0,8.6305
113001586,449168411,876895269,876895291,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,14mkHFrD2wuYU3NoEkx1RDHizmNdzupn2m,10.0,15.0
113001586,449168411,876895269,876895290,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,16wusS1WZdZLYosm8yLh5Uzgy6q3kwLfXH,10.0,14.0
113001586,449168411,876895269,876895289,15C2cQrts7y1JGUr3JrZmaD2qzTXbu1CaV,1FfEeJZ3xY8K41PBzp5nt2gDKxy3cUnzzj,10.0,14.4347
113001586,449168410,876334404,876895309,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1MkJbZhpptxrTzyfTFUEe1AZsoDpxtsqZ8,0.0468,1.0
113001586,449168410,876334404,876895308,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1EwAf22zEzwYkQqrxaSfenBgGHgNcU2SQB,0.0468,0.0242627
113001586,449168410,876334404,876895307,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,18Zfy82Wu9VzKSunF7FNUj8o3HYu3VebBg,0.0468,3.17965
113001586,449168410,876334404,876895306,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1AYBeWVkagS85aBdcfRWTGrwmydFavHmo,0.0468,33.5911
113001586,449168410,876334404,876895305,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1MBXHFwuoNYhjuquccdemHTPAqwq59ehNp,0.0468,33.5909
113001586,449168410,876334404,876895304,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1CzDAeZstFYpZZe93Wki4tT5BK1JdzDR8b,0.0468,1.26379
113001586,449168410,876334404,876895303,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,19HNYJugYnarZR9Fyinv5BTvFZiU38z6rL,0.0468,23.8355
113001586,449168410,876334404,876895302,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1Q4cjxQWxPm9vuY1x7HJSmz6PC7Na86zFi,0.0468,0.00025533
113001586,449168410,876334404,876895301,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,0.0468,4.0
113001586,449168410,876334404,876895300,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1FGnWoS2Rt7nmTppLMP27q2ojTjmQcZ4c1,0.0468,11.8102
113001586,449168410,876334404,876895299,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,115NJTTdkDRhicZQX8sK6pthhnZtizhcCq,0.0468,10.0
113001586,449168410,876334404,876895298,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,0.0468,11.0
113001586,449168410,876334404,876895297,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1AxWy4Wgn6KjMBsBFnwjPHEE7Dzr93dVy7,0.0468,7.24336
113001586,449168410,876334404,876895296,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1FxKNriF5bSdKnRqnEU74apQzu3xQ1hWcS,0.0468,9.1856
113001586,449168410,876334404,876895295,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,17TgbiXTKsRtSP7uS4xZjNhrrd5kBEwLQn,0.0468,13.6203
113001586,449168410,876334404,876895294,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1EePXoPYyGsV777isjZrPFNWQFKuZFruUb,0.0468,1.13533
113001586,449168410,876334404,876895293,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,133hzqKhjfgTsLvn8BPe4yrVPJVfKJUS2x,0.0468,24.9708
113001586,449168410,876334404,876895292,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1Ftt7dwKdVaJS6dhVw8DzQGHuW75rhCUpt,0.0468,8.6305
113001586,449168410,876334404,876895291,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,14mkHFrD2wuYU3NoEkx1RDHizmNdzupn2m,0.0468,15.0
113001586,449168410,876334404,876895290,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,16wusS1WZdZLYosm8yLh5Uzgy6q3kwLfXH,0.0468,14.0
113001586,449168410,876334404,876895289,1AEqVKRkEbVfQTmHaX97Pd14UQgcpn1dTK,1FfEeJZ3xY8K41PBzp5nt2gDKxy3cUnzzj,0.0468,14.4347
113001586,449168409,876895273,876895309,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1MkJbZhpptxrTzyfTFUEe1AZsoDpxtsqZ8,7.26069,1.0
113001586,449168409,876895273,876895308,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1EwAf22zEzwYkQqrxaSfenBgGHgNcU2SQB,7.26069,0.0242627
113001586,449168409,876895273,876895307,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,18Zfy82Wu9VzKSunF7FNUj8o3HYu3VebBg,7.26069,3.17965
113001586,449168409,876895273,876895306,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1AYBeWVkagS85aBdcfRWTGrwmydFavHmo,7.26069,33.5911
113001586,449168409,876895273,876895305,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1MBXHFwuoNYhjuquccdemHTPAqwq59ehNp,7.26069,33.5909
113001586,449168409,876895273,876895304,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1CzDAeZstFYpZZe93Wki4tT5BK1JdzDR8b,7.26069,1.26379
113001586,449168409,876895273,876895303,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,19HNYJugYnarZR9Fyinv5BTvFZiU38z6rL,7.26069,23.8355
113001586,449168409,876895273,876895302,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1Q4cjxQWxPm9vuY1x7HJSmz6PC7Na86zFi,7.26069,0.00025533
113001586,449168409,876895273,876895301,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,7.26069,4.0
113001586,449168409,876895273,876895300,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1FGnWoS2Rt7nmTppLMP27q2ojTjmQcZ4c1,7.26069,11.8102
113001586,449168409,876895273,876895299,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,115NJTTdkDRhicZQX8sK6pthhnZtizhcCq,7.26069,10.0
113001586,449168409,876895273,876895298,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,7.26069,11.0
113001586,449168409,876895273,876895297,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1AxWy4Wgn6KjMBsBFnwjPHEE7Dzr93dVy7,7.26069,7.24336
113001586,449168409,876895273,876895296,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1FxKNriF5bSdKnRqnEU74apQzu3xQ1hWcS,7.26069,9.1856
113001586,449168409,876895273,876895295,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,17TgbiXTKsRtSP7uS4xZjNhrrd5kBEwLQn,7.26069,13.6203
113001586,449168409,876895273,876895294,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1EePXoPYyGsV777isjZrPFNWQFKuZFruUb,7.26069,1.13533
113001586,449168409,876895273,876895293,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,133hzqKhjfgTsLvn8BPe4yrVPJVfKJUS2x,7.26069,24.9708
113001586,449168409,876895273,876895292,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1Ftt7dwKdVaJS6dhVw8DzQGHuW75rhCUpt,7.26069,8.6305
113001586,449168409,876895273,876895291,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,14mkHFrD2wuYU3NoEkx1RDHizmNdzupn2m,7.26069,15.0
113001586,449168409,876895273,876895290,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,16wusS1WZdZLYosm8yLh5Uzgy6q3kwLfXH,7.26069,14.0
113001586,449168409,876895273,876895289,1BbeBEQi8U6b5LQUktTKcUQkw1VpAhWAvM,1FfEeJZ3xY8K41PBzp5nt2gDKxy3cUnzzj,7.26069,14.4347
113001586,449168408,876895275,876895309,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1MkJbZhpptxrTzyfTFUEe1AZsoDpxtsqZ8,14.1178,1.0
113001586,449168408,876895275,876895308,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1EwAf22zEzwYkQqrxaSfenBgGHgNcU2SQB,14.1178,0.0242627
113001586,449168408,876895275,876895307,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,18Zfy82Wu9VzKSunF7FNUj8o3HYu3VebBg,14.1178,3.17965
113001586,449168408,876895275,876895306,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1AYBeWVkagS85aBdcfRWTGrwmydFavHmo,14.1178,33.5911
113001586,449168408,876895275,876895305,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1MBXHFwuoNYhjuquccdemHTPAqwq59ehNp,14.1178,33.5909
113001586,449168408,876895275,876895304,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1CzDAeZstFYpZZe93Wki4tT5BK1JdzDR8b,14.1178,1.26379
113001586,449168408,876895275,876895303,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,19HNYJugYnarZR9Fyinv5BTvFZiU38z6rL,14.1178,23.8355
113001586,449168408,876895275,876895302,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1Q4cjxQWxPm9vuY1x7HJSmz6PC7Na86zFi,14.1178,0.00025533
113001586,449168408,876895275,876895301,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,14.1178,4.0
113001586,449168408,876895275,876895300,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1FGnWoS2Rt7nmTppLMP27q2ojTjmQcZ4c1,14.1178,11.8102
113001586,449168408,876895275,876895299,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,115NJTTdkDRhicZQX8sK6pthhnZtizhcCq,14.1178,10.0
113001586,449168408,876895275,876895298,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,14.1178,11.0
113001586,449168408,876895275,876895297,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1AxWy4Wgn6KjMBsBFnwjPHEE7Dzr93dVy7,14.1178,7.24336
113001586,449168408,876895275,876895296,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1FxKNriF5bSdKnRqnEU74apQzu3xQ1hWcS,14.1178,9.1856
113001586,449168408,876895275,876895295,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,17TgbiXTKsRtSP7uS4xZjNhrrd5kBEwLQn,14.1178,13.6203
113001586,449168408,876895275,876895294,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1EePXoPYyGsV777isjZrPFNWQFKuZFruUb,14.1178,1.13533
113001586,449168408,876895275,876895293,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,133hzqKhjfgTsLvn8BPe4yrVPJVfKJUS2x,14.1178,24.9708
113001586,449168408,876895275,876895292,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1Ftt7dwKdVaJS6dhVw8DzQGHuW75rhCUpt,14.1178,8.6305
113001586,449168408,876895275,876895291,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,14mkHFrD2wuYU3NoEkx1RDHizmNdzupn2m,14.1178,15.0
113001586,449168408,876895275,876895290,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,16wusS1WZdZLYosm8yLh5Uzgy6q3kwLfXH,14.1178,14.0
113001586,449168408,876895275,876895289,1KwKwd29EbeuDAuoqsxem3jtJHscWfrdNr,1FfEeJZ3xY8K41PBzp5nt2gDKxy3cUnzzj,14.1178,14.4347
113001586,449168407,876895254,876895309,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1MkJbZhpptxrTzyfTFUEe1AZsoDpxtsqZ8,14.973,1.0
113001586,449168407,876895254,876895308,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1EwAf22zEzwYkQqrxaSfenBgGHgNcU2SQB,14.973,0.0242627
113001586,449168407,876895254,876895307,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,18Zfy82Wu9VzKSunF7FNUj8o3HYu3VebBg,14.973,3.17965
113001586,449168407,876895254,876895306,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1AYBeWVkagS85aBdcfRWTGrwmydFavHmo,14.973,33.5911
113001586,449168407,876895254,876895305,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1MBXHFwuoNYhjuquccdemHTPAqwq59ehNp,14.973,33.5909
113001586,449168407,876895254,876895304,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1CzDAeZstFYpZZe93Wki4tT5BK1JdzDR8b,14.973,1.26379
113001586,449168407,876895254,876895303,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,19HNYJugYnarZR9Fyinv5BTvFZiU38z6rL,14.973,23.8355
113001586,449168407,876895254,876895302,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1Q4cjxQWxPm9vuY1x7HJSmz6PC7Na86zFi,14.973,0.00025533
113001586,449168407,876895254,876895301,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,14.973,4.0
113001586,449168407,876895254,876895300,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1FGnWoS2Rt7nmTppLMP27q2ojTjmQcZ4c1,14.973,11.8102
113001586,449168407,876895254,876895299,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,115NJTTdkDRhicZQX8sK6pthhnZtizhcCq,14.973,10.0
113001586,449168407,876895254,876895298,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,14.973,11.0
113001586,449168407,876895254,876895297,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1AxWy4Wgn6KjMBsBFnwjPHEE7Dzr93dVy7,14.973,7.24336
113001586,449168407,876895254,876895296,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1FxKNriF5bSdKnRqnEU74apQzu3xQ1hWcS,14.973,9.1856
113001586,449168407,876895254,876895295,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,17TgbiXTKsRtSP7uS4xZjNhrrd5kBEwLQn,14.973,13.6203
113001586,449168407,876895254,876895294,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1EePXoPYyGsV777isjZrPFNWQFKuZFruUb,14.973,1.13533
113001586,449168407,876895254,876895293,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,133hzqKhjfgTsLvn8BPe4yrVPJVfKJUS2x,14.973,24.9708
113001586,449168407,876895254,876895292,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1Ftt7dwKdVaJS6dhVw8DzQGHuW75rhCUpt,14.973,8.6305
113001586,449168407,876895254,876895291,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,14mkHFrD2wuYU3NoEkx1RDHizmNdzupn2m,14.973,15.0
113001586,449168407,876895254,876895290,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,16wusS1WZdZLYosm8yLh5Uzgy6q3kwLfXH,14.973,14.0
113001586,449168407,876895254,876895289,16tHVW8NApojfGPx9WYgL2QZEYp7gNpnxz,1FfEeJZ3xY8K41PBzp5nt2gDKxy3cUnzzj,14.973,14.4347
113001586,449168406,876590709,876895309,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1MkJbZhpptxrTzyfTFUEe1AZsoDpxtsqZ8,17.2819,1.0
113001586,449168406,876590709,876895308,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1EwAf22zEzwYkQqrxaSfenBgGHgNcU2SQB,17.2819,0.0242627
113001586,449168406,876590709,876895307,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,18Zfy82Wu9VzKSunF7FNUj8o3HYu3VebBg,17.2819,3.17965
113001586,449168406,876590709,876895306,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1AYBeWVkagS85aBdcfRWTGrwmydFavHmo,17.2819,33.5911
113001586,449168406,876590709,876895305,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1MBXHFwuoNYhjuquccdemHTPAqwq59ehNp,17.2819,33.5909
113001586,449168406,876590709,876895304,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1CzDAeZstFYpZZe93Wki4tT5BK1JdzDR8b,17.2819,1.26379
113001586,449168406,876590709,876895303,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,19HNYJugYnarZR9Fyinv5BTvFZiU38z6rL,17.2819,23.8355
113001586,449168406,876590709,876895302,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1Q4cjxQWxPm9vuY1x7HJSmz6PC7Na86zFi,17.2819,0.00025533
113001586,449168406,876590709,876895301,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,17.2819,4.0
113001586,449168406,876590709,876895300,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1FGnWoS2Rt7nmTppLMP27q2ojTjmQcZ4c1,17.2819,11.8102
113001586,449168406,876590709,876895299,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,115NJTTdkDRhicZQX8sK6pthhnZtizhcCq,17.2819,10.0
113001586,449168406,876590709,876895298,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,17.2819,11.0
113001586,449168406,876590709,876895297,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1AxWy4Wgn6KjMBsBFnwjPHEE7Dzr93dVy7,17.2819,7.24336
113001586,449168406,876590709,876895296,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1FxKNriF5bSdKnRqnEU74apQzu3xQ1hWcS,17.2819,9.1856
113001586,449168406,876590709,876895295,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,17TgbiXTKsRtSP7uS4xZjNhrrd5kBEwLQn,17.2819,13.6203
113001586,449168406,876590709,876895294,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1EePXoPYyGsV777isjZrPFNWQFKuZFruUb,17.2819,1.13533
113001586,449168406,876590709,876895293,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,133hzqKhjfgTsLvn8BPe4yrVPJVfKJUS2x,17.2819,24.9708
113001586,449168406,876590709,876895292,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1Ftt7dwKdVaJS6dhVw8DzQGHuW75rhCUpt,17.2819,8.6305
113001586,449168406,876590709,876895291,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,14mkHFrD2wuYU3NoEkx1RDHizmNdzupn2m,17.2819,15.0
113001586,449168406,876590709,876895290,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,16wusS1WZdZLYosm8yLh5Uzgy6q3kwLfXH,17.2819,14.0
113001586,449168406,876590709,876895289,1G1ERyRuTFdCHxTHp6AT7WmU5P8a4vmCnA,1FfEeJZ3xY8K41PBzp5nt2gDKxy3cUnzzj,17.2819,14.4347
113001586,449168405,872972410,876895309,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1MkJbZhpptxrTzyfTFUEe1AZsoDpxtsqZ8,46.7086,1.0
113001586,449168405,872972410,876895308,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1EwAf22zEzwYkQqrxaSfenBgGHgNcU2SQB,46.7086,0.0242627
113001586,449168405,872972410,876895307,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,18Zfy82Wu9VzKSunF7FNUj8o3HYu3VebBg,46.7086,3.17965
113001586,449168405,872972410,876895306,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1AYBeWVkagS85aBdcfRWTGrwmydFavHmo,46.7086,33.5911
113001586,449168405,872972410,876895305,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1MBXHFwuoNYhjuquccdemHTPAqwq59ehNp,46.7086,33.5909
113001586,449168405,872972410,876895304,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1CzDAeZstFYpZZe93Wki4tT5BK1JdzDR8b,46.7086,1.26379
113001586,449168405,872972410,876895303,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,19HNYJugYnarZR9Fyinv5BTvFZiU38z6rL,46.7086,23.8355
113001586,449168405,872972410,876895302,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1Q4cjxQWxPm9vuY1x7HJSmz6PC7Na86zFi,46.7086,0.00025533
113001586,449168405,872972410,876895301,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,46.7086,4.0
113001586,449168405,872972410,876895300,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1FGnWoS2Rt7nmTppLMP27q2ojTjmQcZ4c1,46.7086,11.8102
113001586,449168405,872972410,876895299,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,115NJTTdkDRhicZQX8sK6pthhnZtizhcCq,46.7086,10.0
113001586,449168405,872972410,876895298,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1NZjqaXMNcu7wir7QbBYnpC4DQA8BDFVcR,46.7086,11.0
113001586,449168405,872972410,876895297,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1AxWy4Wgn6KjMBsBFnwjPHEE7Dzr93dVy7,46.7086,7.24336
113001586,449168405,872972410,876895296,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1FxKNriF5bSdKnRqnEU74apQzu3xQ1hWcS,46.7086,9.1856
113001586,449168405,872972410,876895295,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,17TgbiXTKsRtSP7uS4xZjNhrrd5kBEwLQn,46.7086,13.6203
113001586,449168405,872972410,876895294,1LxPkcrTP8YSEB4UW5vH34iEneDbgBa66s,1EePXoPYyGsV777isjZrPFNWQFKuZFruUb,46.7086,1.13533
